Code,Literal,Literal_clean,Literal_norm,code_type,chapter,is_icd10,D_P,Description
E2740,Insuficiencia suprarrenal,Insuficiencia suprarrenal,insuficiencia suprarrenal,diagnosis,E,True,D,Insuficiencia corticosuprarrenal no especificada
I6782,lesiones isquémicas de pequeño vaso,lesiones isquémicas de pequeño vaso,lesiones isquemicas de pequeno vaso,diagnosis,I,True,D,Isquemia cerebral
53290,Ulceras gastroduodenal,Ulceras gastroduodenal,ulceras gastroduodenal,procedure,5,False,,
O99284,Tiroiditis parto,Tiroiditis parto,tiroiditis parto,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
6142,abscés tubo-ovàric,abscés tubo-ovàric,absces tubo-ovaric,procedure,6,False,,
B348ZZZ,doppler tsa,doppler tsa,doppler tsa,diagnosis,B,True,P,"Ecografía de arterias carótidas internas, bilateral"
29410,Alzehimer 2,Alzehimer 2,alzehimer 2,procedure,2,False,,
E042,BMN parto,BMN parto,bmn parto,diagnosis,E,True,D,Bocio multinodular no tóxico
0VSB0ZZ,orquidopexia izquierda,orquidopexia izquierda,orquidopexia izquierda,procedure,0,True,P,"Reposición de testículo, izquierdo, abordaje abierto"
O99283,Hipotiroidismo 3t,Hipotiroidismo 3t,hipotiroidismo 3t,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el embarazo, tercer trimestre"
0VT30ZZ,PROSTATECTOMÍA RADICAL,PROSTATECTOMÍA RADICAL,prostatectomia radical,procedure,0,True,P,"Resección de vesículas seminales, bilateral, abordaje abierto"
Z590,vive en la calle,vive en la calle,vive en la calle,diagnosis,Z,True,D,Persona sin hogar
Z3A17,17 semanas,17 semanas,17 semanas,diagnosis,Z,True,D,17 semanas de gestación
O9942,asma parto,asma parto,asma parto,diagnosis,O,True,D,Enfermedades del aparato circulatorio que complican el parto
Z6740,Grupo: 0 Rh positivo,Grupo: 0 Rh positivo,grupo: 0 rh positivo,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
N72,Cérvicitis crónica,Cérvicitis crónica,cervicitis cronica,diagnosis,N,True,D,Enfermedad inflamatoria del cuello uterino
V272,rn2,rn2,rn2,diagnosis,V,True,D,Motociclista no especificado lesionado en colisión con objeto fijo o estacionado en un accidente no de tráfico
2049,Mastoidectomía abierta,Mastoidectomía abierta,mastoidectomia abierta,procedure,2,False,,
E109,dm 1,dm 1,dm 1,diagnosis,E,True,D,Diabetes mellitus tipo 1 sin complicaciones
Z9882,aumento mamario,aumento mamario,aumento mamario,diagnosis,Z,True,D,Estado de implante mamario
S52592A,Fractura de radio distal izquierdo,Fractura de radio distal izquierdo,fractura de radio distal izquierdo,diagnosis,S,True,D,"Otras fracturas de extremo inferior de radio izquierdo, contacto inicial por fractura cerrada"
F329,depresion parto,depresion parto,depresion parto,diagnosis,F,True,D,"Trastorno depresivo mayor, episodio único, no especificado"
57400,Colecistitis aguda litiásica,Colecistitis aguda litiásica,colecistitis aguda litiasica,procedure,5,False,,
38300,mastoiditis,mastoiditis,mastoiditis,procedure,3,False,,
M179,Artrosis rodilla,Artrosis rodilla,artrosis rodilla,diagnosis,M,True,D,Artrosis de rodilla no especificada
65103,Gestación gemelar,Gestación gemelar,gestacion gemelar,procedure,6,False,,
O9852,CMV parto,CMV parto,cmv parto,diagnosis,O,True,D,Otras enfermedades virales que complican el parto
Z6740,Grupo 0+.,Grupo 0+.,grupo 0+.,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
Z9882,protesi mamária,protesi mamária,protesi mamaria,diagnosis,Z,True,D,Estado de implante mamario
Z8673,Historia de Infarto lacunar,Historia de Infarto lacunar,historia de infarto lacunar,diagnosis,Z,True,D,Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales
V2341,historia part prematuro,historia part prematuro,historia part prematuro,diagnosis,V,True,D,"Conductor de bicicleta eléctrica (asistida) lesionado por colisión con coche, camioneta o furgoneta en un accidente de tráfico"
Z3A40,40+5 SG,40+5 SG,40+5 sg,diagnosis,Z,True,D,40 semanas de gestación
82100,polipo adenomatoso,polipo adenomatoso,polipo adenomatoso,procedure,8,False,,
E785,DL,DL,dl,diagnosis,E,True,D,"Hiperlipidemia, no especificada"
Z8611,Historia de TBC,Historia de TBC,historia de tbc,diagnosis,Z,True,D,Historia personal de tuberculosis
1742,robótico lap,robótico lap,robotico lap,procedure,1,False,,
Z974,Portadora de audífono,Portadora de audífono,portadora de audifono,diagnosis,Z,True,D,Presencia de audífono externo
F1010,hábito enhólico,hábito enhólico,habito enholico,diagnosis,F,True,D,"Abuso de alcohol, sin complicaciones"
S020XXA,fractura cranial,fractura cranial,fractura cranial,diagnosis,S,True,D,"Fractura de bóveda de cráneo, contacto inicial por fractura cerrada"
65961,65961,65961,65961,procedure,6,False,,
64883,Diabetes gestacional anteparto,Diabetes gestacional anteparto,diabetes gestacional anteparto,procedure,6,False,,
07T50ZZ,LINFADENECTOMIA AXILAR DERECHA,LINFADENECTOMIA AXILAR DERECHA,linfadenectomia axilar derecha,procedure,0,True,P,"Resección de linfático, axilar derecho, abordaje abierto"
6205,Torsión ovárica derecha,Torsión ovárica derecha,torsion ovarica derecha,procedure,6,False,,
P599,Ictericia rn,Ictericia rn,ictericia rn,diagnosis,P,True,D,"Ictericia neonatal, no especificada"
E8786,ORGANO,ORGANO,organo,diagnosis,E,False,,
D696,trombopenia parto,trombopenia parto,trombopenia parto,diagnosis,D,True,D,Trombocitopenia no especificada
2512,hipoglicemia,hipoglicemia,hipoglicemia,procedure,2,False,,
O9872,VIH+ part,VIH+ part,vih+ part,diagnosis,O,True,D,Enfermedad por virus de la inmunodeficiencia humana [VIH] que complica el parto
Q048,Displasia cortical,Displasia cortical,displasia cortical,diagnosis,Q,True,D,Otras malformaciones congénitas especificadas del cerebro
O9912,trombofilia part,trombofilia part,trombofilia part,diagnosis,O,True,D,"Otras enfermedades de la sangre, órganos hematopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario que complican el parto"
6172,endometriosis trompa,endometriosis trompa,endometriosis trompa,procedure,6,False,,
10907ZU,amniocentesis,amniocentesis,amniocentesis,procedure,1,True,P,"Drenaje en productos de la concepción, de líquido amniótico, diagnóstico, abordaje orificio natural o artificial"
7835,Polidipsia,Polidipsia,polidipsia,procedure,7,False,,
H81399,Vertigo periferico,Vertigo periferico,vertigo periferico,diagnosis,H,True,D,"Otros tipos de vértigo periférico, oído no especificado"
Z593,Vive en residencia,Vive en residencia,vive en residencia,diagnosis,Z,True,D,Problemas relacionados con la vida en una institución residencial
K7689,QUISTES HEPÁTICOS,QUISTES HEPÁTICOS,quistes hepaticos,diagnosis,K,True,D,Otras enfermedades especificadas de hígado
8611,Biopsia piel,Biopsia piel,biopsia piel,procedure,8,False,,
81203,Carcinoma urotelial de alto grado,Carcinoma urotelial de alto grado,carcinoma urotelial de alto grado,procedure,8,False,,
0DBU0ZZ,OMENTECTOMIA,OMENTECTOMIA,omentectomia,procedure,0,True,P,"Escisión de epiplón, abordaje abierto"
65221,nalgas,nalgas,nalgas,procedure,6,False,,
Z6720,Grupo:B+,Grupo:B+,grupo:b+,diagnosis,Z,True,D,"Grupo sanguíneo B, Rh positivo"
L508,urticaria cronica parto,urticaria cronica parto,urticaria cronica parto,diagnosis,L,True,D,Otros tipos de urticaria
T8140XA,infeccion qx,infeccion qx,infeccion qx,diagnosis,T,True,D,"Infección después de un procedimiento, sin especificar, contacto inicial"
9649,instilacion vesical,instilacion vesical,instilacion vesical,procedure,9,False,,
E6601,Obesidad mórbida,Obesidad mórbida,obesidad morbida,diagnosis,E,True,D,Obesidad mórbida (severa) por exceso de calorías
O00102,geu izquierdo,geu izquierdo,geu izquierdo,diagnosis,O,True,D,Embarazo tubárico izquierdo sin embarazo intrauterino
B952,enterococcus faecalis,enterococcus faecalis,enterococcus faecalis,diagnosis,B,True,D,Enterococos como causa de enfermedades clasificadas bajo otro concepto
8741,TC torax,TC torax,tc torax,procedure,8,False,,
D802,déficit IgA,déficit IgA,deficit iga,diagnosis,D,True,D,Deficiencia selectiva de inmunoglobulina A [IgA]
10T24ZZ,salpinguectomia geu izq lap,salpinguectomia geu izq lap,salpinguectomia geu izq lap,procedure,1,True,P,"Resección de productos de la concepción, ectópicos, abordaje endoscópico percutáneo"
Z602,Vive sola,Vive sola,vive sola,diagnosis,Z,True,D,Problemas relacionados con vivir solo
M059,Artritis Reumatoide,Artritis Reumatoide,artritis reumatoide,diagnosis,M,True,D,"Artritis reumatoide con factor reumatoide, no especificada"
5790,gluten,gluten,gluten,procedure,5,False,,
D6861,Hepatitis B parto,Hepatitis B parto,hepatitis b parto,diagnosis,D,True,D,Síndrome antifosfolípido
V1509,Alergia a polen,Alergia a polen,alergia a polen,diagnosis,V,False,,
34690,Migrañas parto,Migrañas parto,migranas parto,procedure,3,False,,
G40909,Epilepsia parto,Epilepsia parto,epilepsia parto,diagnosis,G,True,D,"Epilepsia, no especificada, no intratable, sin estado de mal epiléptico"
2762,Acidosis metabólica,Acidosis metabólica,acidosis metabolica,procedure,2,False,,
3E033GC,metoclopramida,metoclopramida,metoclopramida,procedure,3,True,P,"Introducción en vena periférica de otra sustancia terapéutica, otra sustancia, abordaje percutáneo"
N72,cervicitis cronica,cervicitis cronica,cervicitis cronica,diagnosis,N,True,D,Enfermedad inflamatoria del cuello uterino
Z8611,Historia de tuberculosa,Historia de tuberculosa,historia de tuberculosa,diagnosis,Z,True,D,Historia personal de tuberculosis
O9962,colelitiais parto,colelitiais parto,colelitiais parto,diagnosis,O,True,D,Enfermedades del aparato digestivo que complican el parto
3004,Síndrome ansiosodepresivo,Síndrome ansiosodepresivo,sindrome ansiosodepresivo,procedure,3,False,,
2449,hipotiroidismo parto,hipotiroidismo parto,hipotiroidismo parto,procedure,2,False,,
O26893,anti d jose,anti d jose,anti d jose,diagnosis,O,True,D,"Otras afecciones especificadas relacionadas con embarazo, tercer trimestre"
78601,hiperventilación,hiperventilación,hiperventilacion,procedure,7,False,,
0HBU0ZZ,tumorectomia mama izq,tumorectomia mama izq,tumorectomia mama izq,procedure,0,True,P,"Escisión de mama, izquierda, abordaje abierto"
R739,Hiperglucemia,Hiperglucemia,hiperglucemia,diagnosis,R,True,D,"Hiperglucemia, no especificada"
O99284,HIPOTIROÏDISME part,HIPOTIROÏDISME part,hipotiroidisme part,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
65941,multiparidad,multiparidad,multiparidad,procedure,6,False,,
34830,Encefalopatía,Encefalopatía,encefalopatia,procedure,3,False,,
0UQMXZZ,Desgarro labios,Desgarro labios,desgarro labios,procedure,0,True,P,"Reparación de vulva, abordaje externo"
Z6710,GS Rh: A positivo,GS Rh: A positivo,gs rh: a positivo,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh positivo"
N186,hta irc terminal,hta irc terminal,hta irc terminal,diagnosis,N,True,D,Enfermedad renal en estadio terminal
M3130,Wegener,Wegener,wegener,diagnosis,M,True,D,"Granulomatosis de Wegener, sin afectación renal"
0HTV0ZZ,Mastectomia bilateral,Mastectomia bilateral,mastectomia bilateral,procedure,0,True,P,"Resección de mama, bilateral, abordaje abierto"
O99214,Hipotiroidismo parto,Hipotiroidismo parto,hipotiroidismo parto,diagnosis,O,True,D,Obesidad que complica el parto
E039,hipotroidismo part,hipotroidismo part,hipotroidismo part,diagnosis,E,True,D,"Hipotiroidismo, no especificado"
O2303,pna 3t,pna 3t,pna 3t,diagnosis,O,True,D,"Infecciones renales en el embarazo, tercer trimestre"
N803,endometriosis pélvica,endometriosis pélvica,endometriosis pelvica,diagnosis,N,True,D,Endometriosis del peritoneo pélvico
N179,deterioro de función renal,deterioro de función renal,deterioro de funcion renal,diagnosis,N,True,D,"Fallo renal agudo, no especificado"
Z7901,dabigatrán,dabigatrán,dabigatran,diagnosis,Z,True,D,Uso prolongado (actual) de anticoagulantes
99859,infeccion de herida quirurgica,infeccion de herida quirurgica,infeccion de herida quirurgica,procedure,9,False,,
N6002,Quiste mama izquierda,Quiste mama izquierda,quiste mama izquierda,diagnosis,N,True,D,Quiste solitario de mama izquierda
D509,Anemia ferropénica part,Anemia ferropénica part,anemia ferropenica part,diagnosis,D,True,D,"Anemia ferropénica, no especificada"
4941,bronquiectasias,bronquiectasias,bronquiectasias,procedure,4,False,,
2754,queilorrafia,queilorrafia,queilorrafia,procedure,2,False,,
O34219,Cesárea ant,Cesárea ant,cesarea ant,diagnosis,O,True,D,Atención materna por cicatriz de tipo no especificado de cesárea anterior
3E0337Z,stp,stp,stp,procedure,3,True,P,"Introducción en vena periférica de sustancia para equilibrio hidroelectrolítico, abordaje percutáneo"
8878,Ecografia obstétrica,Ecografia obstétrica,ecografia obstetrica,procedure,8,False,,
1580,neoplasia retroperitoneo,neoplasia retroperitoneo,neoplasia retroperitoneo,procedure,1,False,,
0HHU0NZ,EXPANSOR mama izq,EXPANSOR mama izq,expansor mama izq,procedure,0,True,P,"Inserción en mama, izquierda, de expansor tisular, abordaje abierto"
P221,Maladaptacion pulmonar,Maladaptacion pulmonar,maladaptacion pulmonar,diagnosis,P,True,D,Taquipnea transitoria del recién nacido
0HBT0ZZ,Tumorectomía mama d,Tumorectomía mama d,tumorectomia mama d,procedure,0,True,P,"Escisión de mama, derecha, abordaje abierto"
2512,Hipoglucemias,Hipoglucemias,hipoglucemias,procedure,2,False,,
07B50ZX,BSGC d,BSGC d,bsgc d,procedure,0,True,P,"Escisión de linfático, axilar derecho, diagnóstico, abordaje abierto"
O4292,Amniorrexis espontánea,Amniorrexis espontánea,amniorrexis espontanea,diagnosis,O,True,D,"Rotura prematura de membranas a término, no especificado el tiempo entre la rotura y el inicio del trabajo de parto"
S42021A,Fx 1/3 medio clavícula DER,Fx 1/3 medio clavícula DER,fx 1/3 medio clavicula der,diagnosis,S,True,D,"Fractura desplazada de diáfisis de clavícula derecha, contacto inicial por fractura cerrada"
B957,Staphylococcus haemolyticus,Staphylococcus haemolyticus,staphylococcus haemolyticus,diagnosis,B,True,D,Otros estafilococos como causa de enfermedades clasificadas bajo otro concepto
E663,Sobrepeso part,Sobrepeso part,sobrepeso part,diagnosis,E,True,D,Sobrepeso
H3552,Retinosis pigmentaria,Retinosis pigmentaria,retinosis pigmentaria,diagnosis,H,True,D,Distrofia retiniana pigmentaria
0UT70ZZ,salpinguectomía bilateral,salpinguectomía bilateral,salpinguectomia bilateral,procedure,0,True,P,"Resección de trompas de falopio, bilateral, abordaje abierto"
O99344,sdme ansioso-depresivo parto,sdme ansioso-depresivo parto,sdme ansioso-depresivo parto,diagnosis,O,True,D,Otros trastornos mentales que complican el parto
9923,corticoideo,corticoideo,corticoideo,procedure,9,False,,
O99324,Cannabis part,Cannabis part,cannabis part,diagnosis,O,True,D,Consumo de drogas que complica el parto
I4510,bloqueo de rama derecha,bloqueo de rama derecha,bloqueo de rama derecha,diagnosis,I,True,D,Bloqueo de rama derecha no especificado
Z880,AL.LÈRGIES Penicil·lines,AL.LÈRGIES Penicil·lines,al.lergies penicil·lines,diagnosis,Z,True,D,Estado de alergia a penicilina
8E0W4CZ,robótica lap,robótica lap,robotica lap,procedure,8,True,P,"Otros procedimientos en región del tronco, procedimiento asistido robótico, abordaje endoscópico percutáneo"
04185,Enterobacter cloacae,Enterobacter cloacae,enterobacter cloacae,procedure,0,False,,
I471,TSVD,TSVD,tsvd,diagnosis,I,True,D,Taquicardia supraventricular
K3189,Gastropatía,Gastropatía,gastropatia,diagnosis,K,True,D,Otras enfermedades de estómago y duodeno
10S07ZZ,distocia de hombros,distocia de hombros,distocia de hombros,procedure,1,True,P,"Reposición de productos de la concepción, abordaje orificio natural o artificial"
H903,Hipoacudia neurosensorial bilateral,Hipoacudia neurosensorial bilateral,hipoacudia neurosensorial bilateral,diagnosis,H,True,D,"Hipoacusia neurosensorial, bilateral"
07B50ZX,biopsia selectiva de ganglio centinela,biopsia selectiva de ganglio centinela,biopsia selectiva de ganglio centinela,procedure,0,True,P,"Escisión de linfático, axilar derecho, diagnóstico, abordaje abierto"
I208,Angina de esfuerzo,Angina de esfuerzo,angina de esfuerzo,diagnosis,I,True,D,Otras formas de angina de pecho
O34211,cesarea ant,cesarea ant,cesarea ant,diagnosis,O,True,D,Atención materna por cicatriz transversal baja de cesárea anterior
Z882,ALERGIAS: Sulfamidas,ALERGIAS: Sulfamidas,alergias: sulfamidas,diagnosis,Z,True,D,Estado de alergia a sulfonamidas
BH4CZZZ,Ecografía cerebral,Ecografía cerebral,ecografia cerebral,diagnosis,B,True,P,Ecografía de cabeza y cuello
Z372,anemia part,anemia part,anemia part,diagnosis,Z,True,D,"Gemelos, ambos nacidos vivos"
E890,Hipotiroidismo postoperatorio part,Hipotiroidismo postoperatorio part,hipotiroidismo postoperatorio part,diagnosis,E,True,D,Hipotiroidismo posprocedimiento
Z3A40,40 + 3 semanas,40 + 3 semanas,40 + 3 semanas,diagnosis,Z,True,D,40 semanas de gestación
R001,bardicardia,bardicardia,bardicardia,diagnosis,R,True,D,"Bradicardia, no especificada"
5859,Insufiencia renal crónica,Insufiencia renal crónica,insufiencia renal cronica,procedure,5,False,,
V140,Alergica a la Penicilina,Alergica a la Penicilina,alergica a la penicilina,diagnosis,V,True,D,Conductor de vehículo a pedales lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
N7093,absceso tubo-ovarico,absceso tubo-ovarico,absceso tubo-ovarico,diagnosis,N,True,D,"Salpingitis y ooforitis, no especificadas"
BW40ZZZ,ecografia abdominal,ecografia abdominal,ecografia abdominal,diagnosis,B,True,P,Ecografía de abdomen
O99892,miopia part,miopia part,miopia part,diagnosis,O,True,D,Otras enfermedades y afecciones especificadas que complican el parto
H5210,Miopía part,Miopía part,miopia part,diagnosis,H,True,D,"Miopía, ojo no especificado"
80106,CARCINOMATOSIS PERITONEAL,CARCINOMATOSIS PERITONEAL,carcinomatosis peritoneal,procedure,8,False,,
E0500,graves,graves,graves,diagnosis,E,True,D,Tirotoxicosis con bocio difuso sin crisis tirotóxica ni tormenta tiroidea
O6981X0,vuelta de cordón laxa,vuelta de cordón laxa,vuelta de cordon laxa,diagnosis,O,True,D,"Trabajo de parto y parto complicados por cordón alrededor del cuello, sin compresión, no aplicable o no especificado"
5780,hematemesis,hematemesis,hematemesis,procedure,5,False,,
2219,Cirugia endoscópica nasosinusal 2,Cirugia endoscópica nasosinusal 2,cirugia endoscopica nasosinusal 2,procedure,2,False,,
O631,EXPULSIVO PROLONGADO,EXPULSIVO PROLONGADO,expulsivo prolongado,diagnosis,O,True,D,Segunda fase (del trabajo de parto) prolongada
8703,TC crani,TC crani,tc crani,procedure,8,False,,
Z3A35,35+6 semanas,35+6 semanas,35+6 semanas,diagnosis,Z,True,D,35 semanas de gestación
M5418,radiculopatia sacra,radiculopatia sacra,radiculopatia sacra,diagnosis,M,True,D,"Radiculopatía, regiones sacra y sacrococcígea"
Y92410,via pública,via pública,via publica,diagnosis,Y,True,D,Calle y carretera no especificadas como lugar del acontecimiento de la causa externa
O2662,Colestasis parto,Colestasis parto,colestasis parto,diagnosis,O,True,D,Trastornos hepáticos y del tracto biliar en el parto
6549,anexectomia izquierda,anexectomia izquierda,anexectomia izquierda,procedure,6,False,,
BU4CZZZ,Eco Gine,Eco Gine,eco gine,diagnosis,B,True,P,Ecografía de útero y ovarios
64111,placenta previa hemorragia,placenta previa hemorragia,placenta previa hemorragia,procedure,6,False,,
27801,obesitat mòrbida,obesitat mòrbida,obesitat morbida,procedure,2,False,,
Z880,Alérgico a Penicilina,Alérgico a Penicilina,alergico a penicilina,diagnosis,Z,True,D,Estado de alergia a penicilina
8876,ECOabd,ECOabd,ecoabd,procedure,8,False,,
O24424,Diabetes gestacional insulina,Diabetes gestacional insulina,diabetes gestacional insulina,diagnosis,O,True,D,"Diabetes mellitus gestacional en el parto, controlada con insulina"
T8140XA,absceso de herida quirúrgica,absceso de herida quirúrgica,absceso de herida quirurgica,diagnosis,T,True,D,"Infección después de un procedimiento, sin especificar, contacto inicial"
2851,anémia sang,anémia sang,anemia sang,procedure,2,False,,
D1803,hemangioma hepatico,hemangioma hepatico,hemangioma hepatico,diagnosis,D,True,D,Hemangioma de estructuras intraabdominales
V4501,MCP,MCP,mcp,diagnosis,V,False,,
J90,Derrame pleural derecho,Derrame pleural derecho,derrame pleural derecho,diagnosis,J,True,D,"Derrame pleural, no clasificable bajo otro concepto"
42731,AC XFA,AC XFA,ac xfa,procedure,4,False,,
72291,Discopatia cervical,Discopatia cervical,discopatia cervical,procedure,7,False,,
S82872A,fractura de pilon tibial izquierdo,fractura de pilon tibial izquierdo,fractura de pilon tibial izquierdo,diagnosis,S,True,D,"Fractura desplazada de pilón tibial de tibia izquierda, contacto inicial por fractura cerrada"
B040ZZZ,ecografia trasfontanelar,ecografia trasfontanelar,ecografia trasfontanelar,diagnosis,B,True,P,Ecografía de cerebro
Z91018,Alergia al melocotón,Alergia al melocotón,alergia al melocoton,diagnosis,Z,True,D,Alergia a otros alimentos
L02211,colección en pared abdominal,colección en pared abdominal,coleccion en pared abdominal,diagnosis,L,True,D,Absceso cutáneo en pared abdominal
78343,Estancamiento pondoestatural 2,Estancamiento pondoestatural 2,estancamiento pondoestatural 2,procedure,7,False,,
BU4CZZZ,ECOGRAFÍA TV: Útero,ECOGRAFÍA TV: Útero,ecografia tv: utero,diagnosis,B,True,P,Ecografía de útero y ovarios
T24331A,Quemadura 3 pierna derecha,Quemadura 3 pierna derecha,quemadura 3 pierna derecha,diagnosis,T,True,D,"Quemadura de tercer grado de parte inferior de la pierna derecha, contacto inicial"
O693XX0,"Cordón: Sección Tardía , Características Corto","Cordón: Sección Tardía , Características Corto","cordon: seccion tardia , caracteristicas corto",diagnosis,O,True,D,"Trabajo de parto y parto complicados por cordón corto, no aplicable o no especificado"
M2550,Artralgias,Artralgias,artralgias,diagnosis,M,True,D,Dolor en articulación no especificada
M5126,hernia discal L2- L3,hernia discal L2- L3,hernia discal l2- l3,diagnosis,M,True,D,"Otros desplazamientos de disco intervertebral, región lumbar"
V141,Alergia a clavulánico,Alergia a clavulánico,alergia a clavulanico,diagnosis,V,True,D,Pasajero de vehículo a pedales lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
O99284,SOP part,SOP part,sop part,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
E669,obesitat part,obesitat part,obesitat part,diagnosis,E,True,D,"Obesidad, no especificada"
0UT74ZZ,SALPINGUECTOMÍA BILATERAL LAPAROSCOPICA,SALPINGUECTOMÍA BILATERAL LAPAROSCOPICA,salpinguectomia bilateral laparoscopica,procedure,0,True,P,"Resección de trompas de falopio, bilateral, abordaje endoscópico percutáneo"
64811,Hipotiroidismo part,Hipotiroidismo part,hipotiroidismo part,procedure,6,False,,
O4292,rotura prematura de membranas,rotura prematura de membranas,rotura prematura de membranas,diagnosis,O,True,D,"Rotura prematura de membranas a término, no especificado el tiempo entre la rotura y el inicio del trabajo de parto"
07TD0ZZ,linfadenectomía para-aórtica,linfadenectomía para-aórtica,linfadenectomia para-aortica,procedure,0,True,P,"Resección de linfático, aórtico, abordaje abierto"
O9882,Cándidiasis vaginal parto,Cándidiasis vaginal parto,candidiasis vaginal parto,diagnosis,O,True,D,Otras enfermedades infecciosas y parasitarias maternas que complican el parto
H538,visión borrosa,visión borrosa,vision borrosa,diagnosis,H,True,D,Otros trastornos visuales
C541,Ca de endometrio,Ca de endometrio,ca de endometrio,diagnosis,C,True,D,Neoplasia maligna de endometrio
07TC0ZZ,linfadenectomia PÉLVICA,linfadenectomia PÉLVICA,linfadenectomia pelvica,procedure,0,True,P,"Resección de linfático, pelvis, abordaje abierto"
J9819,colapso pulmon,colapso pulmon,colapso pulmon,diagnosis,J,True,D,Otros tipos de colapso pulmonar
M179,Artrosis de rodillas,Artrosis de rodillas,artrosis de rodillas,diagnosis,M,True,D,Artrosis de rodilla no especificada
0YU50JZ,hernia inguinal derecha,hernia inguinal derecha,hernia inguinal derecha,procedure,0,True,P,"Suplemento en región inguinal, derecha, con sustituto sintético, abordaje abierto"
Y9366,fútbol,fútbol,futbol,diagnosis,Y,True,D,Fútbol
K7689,Quiste hepático,Quiste hepático,quiste hepatico,diagnosis,K,True,D,Otras enfermedades especificadas de hígado
E739,Intolerancia a la Lactosa parto,Intolerancia a la Lactosa parto,intolerancia a la lactosa parto,diagnosis,E,True,D,"Intolerancia a lactosa, no especificada"
F1210,canabis part,canabis part,canabis part,diagnosis,F,True,D,"Abuso de cannabis, sin complicaciones"
2851,anemia aguda,anemia aguda,anemia aguda,procedure,2,False,,
O872,Hemorroide pp,Hemorroide pp,hemorroide pp,diagnosis,O,True,D,Hemorroides en el puerperio
64821,Anemia part,Anemia part,anemia part,procedure,6,False,,
T2027XA,quemadura 2 Cuello,quemadura 2 Cuello,quemadura 2 cuello,diagnosis,T,True,D,"Quemadura de segundo grado del cuello, contacto inicial"
L821,QUERATORIS SEBORREICA,QUERATORIS SEBORREICA,queratoris seborreica,diagnosis,L,True,D,Otros tipos de queratosis seborreica
K5641,Impactacion fecal,Impactacion fecal,impactacion fecal,diagnosis,K,True,D,Impactación fecal
O30043,Gestación bicorial biamniótica,Gestación bicorial biamniótica,gestacion bicorial biamniotica,diagnosis,O,True,D,"Embarazo gemelar dicoriónico/ diamniótico, tercer trimestre"
0HBU0ZZ,tumorectomia mamaria izquierda,tumorectomia mamaria izquierda,tumorectomia mamaria izquierda,procedure,0,True,P,"Escisión de mama, izquierda, abordaje abierto"
3669,CATARATA,CATARATA,catarata,procedure,3,False,,
M8580,OSTEOPÈNIA,OSTEOPÈNIA,osteopenia,diagnosis,M,True,D,"Otros trastornos especificados de densidad y estructura de hueso, localización no especificada"
65261,Nalgas gemelo,Nalgas gemelo,nalgas gemelo,procedure,6,False,,
O3413,mioma PARTO,mioma PARTO,mioma parto,diagnosis,O,True,D,"Atención materna por tumor benigno en el cuerpo del útero, tercer trimestre"
9390,Ventilació mecànica no invasiva,Ventilació mecànica no invasiva,ventilacio mecanica no invasiva,procedure,9,False,,
3E1P88Z,CROMOPERTUBACIÓN,CROMOPERTUBACIÓN,cromopertubacion,procedure,3,True,P,"Irrigación de reproductor femenino, con sustancia de irrigación, abordaje orificio natural o artificial, endoscópico"
E739,intolerancia a la lactosa,intolerancia a la lactosa,intolerancia a la lactosa,diagnosis,E,True,D,"Intolerancia a lactosa, no especificada"
0UB04ZZ,QUISTECTOMÍA OVÁRICA DERECHA LAPAROSCÓPICA,QUISTECTOMÍA OVÁRICA DERECHA LAPAROSCÓPICA,quistectomia ovarica derecha laparoscopica,procedure,0,True,P,"Escisión de ovario, derecho, abordaje endoscópico percutáneo"
D582,Hemoglobinopatía,Hemoglobinopatía,hemoglobinopatia,diagnosis,D,True,D,Otras hemoglobinopatías
P0821,40 rn,40 rn,40 rn,diagnosis,P,True,D,Recién nacido postérmino
0UT20ZZ,ANEXECTOMÍA BILATERAL,ANEXECTOMÍA BILATERAL,anexectomia bilateral,procedure,0,True,P,"Resección de ovarios, bilateral, abordaje abierto"
N3941,Incontinencia urinaria de urgencia,Incontinencia urinaria de urgencia,incontinencia urinaria de urgencia,diagnosis,N,True,D,Incontinencia de urgencia
N2889,ectasia piélica izquierda,ectasia piélica izquierda,ectasia pielica izquierda,diagnosis,N,True,D,Otros trastornos especificados de riñón y uréter
0413,Klebsiellapneumoniae,Klebsiellapneumoniae,klebsiellapneumoniae,procedure,0,False,,
D270,FIBROMA OVARIO DERECHO,FIBROMA OVARIO DERECHO,fibroma ovario derecho,diagnosis,D,True,D,Neoplasia benigna de ovario derecho
